source_parser,parser,run,mrd,checkpoint,n_t,n_frontier,gotu_est,rho,blocks_seen,log_err_shallow,zc_rate_shallow,n_blocks_shallow,log_err_medium,zc_rate_medium,n_blocks_medium,log_err_deep,zc_rate_deep,n_blocks_deep
parsera_b,parsera,parsera_run_9,35.82,0.5,41071571,197,0.0,0.8681298184531211,2121,6.3331630913847885,1.0,64,6.148899700761677,0.7593224623941347,7911,5.501988098244957,0.1130014326647564,5584
parsera_b,parsera,parsera_run_9,35.82,0.75,61607356,197,0.0,0.861415070877891,2229,6.505429968905885,1.0,64,6.25601899785043,0.7559912854030502,7803,5.572514494979014,0.1130014326647564,5584
parsera_b,parsera,parsera_run_9,35.82,1.0,82143142,197,0.0,0.8540785874160657,2347,6.633223794137428,1.0,63,6.312722810018093,0.7522768670309654,7686,5.622185301429443,0.1130014326647564,5584
parsera_b,parserb,parserb_run_1,35.82,0.1,4616595,197,0.0,0.8968540164138274,1659,5.547545188297719,1.0,79,5.543883548325209,0.7721943048576214,8358,5.1838298692618565,0.1130014326647564,5584
parsera_b,parserb,parserb_run_1,35.82,0.25,11541487,197,0.0,0.8887714498880875,1789,5.90919984926234,1.0,54,5.8292200216802765,0.7692960135708228,8253,5.318956831596851,0.1130014326647564,5584
parsera_b,parserb,parserb_run_1,35.82,0.5,23082975,197,0.0,0.881310619248943,1909,6.197685169656743,1.0,53,6.044613309567875,0.76592082616179,8134,5.417199530535851,0.1130014326647564,5584
parsera_b,parserb,parserb_run_1,35.82,0.75,34624463,197,0.0,0.8740984829644367,2025,6.3608303368297525,1.0,47,6.138089072843338,0.7627118644067796,8024,5.492610945155872,0.1130014326647564,5584
parsera_b,parserb,parserb_run_1,35.82,1.0,46165951,197,0.0,0.8665133051479731,2147,6.467811600463415,1.0,44,6.182574065112504,0.7591397849462366,7905,5.5433288270699785,0.1130014326647564,5584
parsera_b,parserb,parserb_run_10,35.82,0.1,9681316,197,0.0,0.8901392688385974,1767,5.814928102485296,1.0,70,5.801182971999272,0.7694636154498123,8259,5.312841420384384,0.1130014326647564,5584
parsera_b,parserb,parserb_run_10,35.82,0.25,24203290,197,0.0,0.8840462571499627,1865,6.184049975304851,1.0,70,6.112892810782943,0.7666952579340767,8161,5.436708613568256,0.1130014326647564,5584
parsera_b,parserb,parserb_run_10,35.82,0.5,48406580,197,0.0,0.8768341208654563,1981,6.485640531119829,1.0,67,6.3278004447411975,0.7634194831013916,8048,5.546347383363526,0.1130014326647564,5584
parsera_b,parserb,parserb_run_10,35.82,0.75,72609870,197,0.0,0.8734767470778413,2035,6.6741540875702805,1.0,63,6.45655087827576,0.7619404851212803,7998,5.626048098713519,0.1130014326647564,5584
parsera_b,parserb,parserb_run_10,35.82,1.0,96813161,197,0.0,0.8686272071623974,2113,6.825572445212601,1.0,55,6.531083280735134,0.7598385469223007,7928,5.688768373845508,0.1130014326647564,5584
parsera_b,parserb,parserb_run_11,35.82,0.1,8504522,197,0.0,0.8918801293210644,1739,5.748473549875854,1.0,73,5.763854665698961,0.7701593433124094,8284,5.290774096731359,0.1130014326647564,5584
parsera_b,parserb,parserb_run_11,35.82,0.25,21261306,197,0.0,0.8856627704551107,1839,6.137853337289746,1.0,70,6.071664741416332,0.76743617930866,8187,5.411622313972752,0.1130014326647564,5584
parsera_b,parserb,parserb_run_11,35.82,0.5,42522612,197,0.0,0.8775802039293708,1969,6.424047910797728,1.0,70,6.2809233253746,0.7636837532580365,8057,5.516326217025403,0.1130014326647564,5584
parsera_b,parserb,parserb_run_11,35.82,0.75,63783918,197,0.0,0.8717358865953743,2063,6.592029758903918,1.0,65,6.3847880483944,0.7610441767068273,7968,5.604413620231852,0.1130014326647564,5584
parsera_b,parserb,parserb_run_11,35.82,1.0,85045224,197,0.0,0.8690002486943547,2107,6.71390257308568,1.0,60,6.471965073675441,0.7598688359187792,7929,5.671793973360541,0.1130014326647564,5584
parsera_b,parserb,parserb_run_12,35.82,0.1,8443492,197,0.0,0.8910096990798309,1753,5.758180332327059,1.0,62,5.752210491574744,0.7700760777683855,8281,5.298140954907131,0.1130014326647564,5584
parsera_b,parserb,parserb_run_12,35.82,0.25,21108731,197,0.0,0.8871549365829395,1815,6.144442400580941,1.0,57,6.078583025538727,0.7684824902723736,8224,5.4243768856981776,0.1130014326647564,5584
parsera_b,parserb,parserb_run_12,35.82,0.5,42217463,197,0.0,0.879694105943795,1935,6.429496140148219,1.0,57,6.2890969737345115,0.7650542941757157,8104,5.533867662730018,0.1130014326647564,5584
parsera_b,parserb,parserb_run_12,35.82,0.75,63326195,197,0.0,0.8736010942551604,2033,6.602758231257157,1.0,56,6.408397060702875,0.7622080679405521,8007,5.591484332189567,0.1130014326647564,5584
parsera_b,parserb,parserb_run_12,35.82,1.0,84434927,197,0.0,0.8709898035314598,2075,6.724017313767976,1.0,56,6.5053748946910686,0.7609541745134966,7965,5.643419206518451,0.1130014326647564,5584
parsera_b,parserb,parserb_run_13,35.82,0.1,9602835,197,0.0,0.8890201442427257,1785,5.813487967289319,1.0,72,5.785339794576837,0.7689039932030586,8239,5.308897250175374,0.1130014326647564,5584
parsera_b,parserb,parserb_run_13,35.82,0.25,24007088,197,0.0,0.8847923402138771,1853,6.188737226203047,1.0,64,6.112954023241414,0.7672087052206871,8179,5.439670610348361,0.1130014326647564,5584
parsera_b,parserb,parserb_run_13,35.82,0.5,48014177,197,0.0,0.8785749813479234,1953,6.486765843651622,1.0,61,6.3359919403163065,0.7644147488245484,8082,5.553733185826317,0.1130014326647564,5584
parsera_b,parserb,parserb_run_13,35.82,0.75,72021266,197,0.0,0.8736010942551604,2033,6.645509137864665,1.0,59,6.454121293573531,0.7621189405297352,8004,5.635531115908296,0.1130014326647564,5584
parsera_b,parserb,parserb_run_13,35.82,1.0,96028355,197,0.0,0.8702437204675454,2087,6.76496330593784,1.0,59,6.537776774957786,0.7605031446540881,7950,5.693181778389752,0.1130014326647564,5584
parsera_b,parserb,parserb_run_14,35.82,0.1,9884277,197,0.0,0.89113404625715,1751,5.837739417409995,1.0,70,5.817817363714517,0.7699093655589124,8275,5.310458912109473,0.1130014326647564,5584
parsera_b,parserb,parserb_run_14,35.82,0.25,24710693,197,0.0,0.8834245212633673,1875,6.213815208015002,1.0,69,6.1129227711209495,0.7664376840039254,8152,5.430402962390662,0.1130014326647564,5584
parsera_b,parserb,parserb_run_14,35.82,0.5,49421386,197,0.0,0.8775802039293708,1969,6.501003113383712,1.0,67,6.342088081762727,0.7637717121588089,8060,5.5439381860175185,0.1130014326647564,5584
parsera_b,parserb,parserb_run_14,35.82,0.75,74132079,197,0.0,0.8707411091768217,2079,6.66983720834517,1.0,65,6.442250413480364,0.7605633802816901,7952,5.622528602083792,0.1130014326647564,5584
